X,Y,Z,Class
3.0628192,-0.083674595,2.9254026,0
3.0859318,-0.036148947,2.9293013,0
2.9804194,-0.11618073,2.9162166,0
3.117765,-0.038106773,2.9268236,0
2.951076,-0.113046624,2.915658,0
-0.15138842,-0.080604605,0.05231054,0
-0.1733133,-0.012766692,0.0599122,0
-0.12740019,-0.07257973,0.051028777,0
-0.15669048,-0.06652647,0.06353084,0
-0.15375453,-0.091050334,0.05239652,0
-0.14069736,-0.085336916,0.06283751,0
-0.20696391,-0.08741225,0.05421968,0
-0.20785378,-0.07381451,0.031101443,0
-3.0547252,0.08520964,2.9298751,0
-3.0837579,0.007773969,2.9608095,0
-3.0606492,0.062196992,2.951679,0
3.1183934,-0.017086517,2.979253,0
-3.1176016,0.011822973,2.9570448,0
3.1404655,0.007687847,2.9709883,0
-3.125877,-0.028747454,2.9298236,0
-0.22017336,-0.090426035,0.064641014,0
-0.14699721,0.015887512,0.06465518,0
-0.14843285,-0.031396795,0.059706066,0
-0.13960496,-0.028326927,0.043692563,0
-0.13090564,-0.008027749,0.03690541,0
-0.15807253,0.013443785,0.056565817,0
-0.12562954,-0.05466867,0.034973547,0
-0.19126363,-0.008693017,0.03503667,0
-0.23448914,-0.099840775,0.016598716,0
-0.014322157,-0.00843322,-0.002452737,0
-0.07096476,0.013753149,-0.016341211,0
-0.18276915,-0.029373689,0.003451088,0
-0.06948691,-0.018876282,-0.007643432,0
-0.058492202,-0.04200203,-0.024532173,0
-0.025133105,-0.02859489,-0.040040236,0
-0.035073843,-0.05663423,-0.07582265,0
2.9650807,-0.010235563,2.8780391,0
2.922422,0.06782135,2.8844063,0
2.9152868,0.0631528,2.8673327,0
2.9005146,0.019326787,2.8708296,0
3.0144331,0.124915294,2.867277,0
3.0205146,0.019326787,2.8708296,0
0.07769565,-0.043779857,-0.032858115,0
0.010518644,-0.050294314,-0.017602269,0
0.07335314,-0.07421058,-0.05661432,0
-7.57E-04,-0.038953308,-0.043796353,0
-0.012241538,-0.07993305,-0.05711404,0
-0.008902498,0.001258951,-0.04727962,0
2.8600237,0.028419184,2.8796892,0
3.017101,0.046419714,2.8650458,0
2.983756,0.038782354,2.9101605,0
2.9961197,0.037041713,2.897593,0
2.9409285,-0.013242187,2.9107428,0
2.9438574,0.014351793,2.8823745,0
2.9784763,-0.010094205,2.900949,0
2.9846358,0.001493826,2.906718,0
0.011220603,-0.031058736,-0.03443678,0
-0.06714881,-0.00446458,-0.050484665,0
-0.15554157,0.051754117,-0.03775619,0
-0.16682799,0.10150575,-0.047961656,0
0.004868569,-0.001492859,-0.04311639,0
2.9443033,0.007579532,2.830982,0
2.922266,-0.016965391,2.8791091,0
2.94972,-0.07692017,2.8715975,0
2.9023638,-0.003304292,2.8825347,0
2.9602146,-0.006975744,2.8809903,0
2.93637,0.04847135,2.8934455,0
2.9115863,0.024740132,2.8879373,0
0.019527653,0.029077146,-0.061592747,0
0.038417023,-0.0362142,-0.05386691,0
-0.037925437,0.02182167,-0.08384832,0
0.03851378,-0.00693282,-0.05503576,0
-0.020040153,0.003243676,-0.060972143,0
-0.005666377,-0.044496346,-0.03591897,0
-0.020920446,0.00360122,-0.07565711,0
2.9751015,-0.08832107,2.8439996,0
2.9635286,-0.034568585,2.904121,0
-0.052491456,0.060421593,-0.08662544,0
2.952334,-0.029411335,2.8923357,0
2.9924316,0.04221736,2.9096544,0
2.9751015,-0.08832107,2.8439996,0
2.949237,0.04204985,2.8976912,0
2.9496021,0.027233807,2.8989816,0
-0.00564264,0.040616296,-0.030967876,0
-1.79E-04,0.07868572,-0.08418804,0
0.008203497,0.064994425,-0.06802214,0
0.04470183,0.06933277,-0.08882383,0
0.03271448,0.08280733,-0.07580418,0
-0.026875874,0.07023768,-0.0575905,0
0.03441027,0.0649201,-0.062385976,0
0.025875956,0.08305827,-0.08151488,0
2.9962866,-0.015026106,2.8832788,0
2.9950547,0.007344186,2.866302,0
3.0030086,-0.005109013,2.876177,0
-0.010935423,0.055822406,-0.055246208,0
0.051164757,0.01714083,-0.07891324,0
-0.091564156,0.10478316,-0.08822443,0
-0.080716744,0.1035226,-0.09264565,0
2.9536672,0.001768268,2.8983204,0
-0.008324416,0.113852784,-0.0831085,0
0.012984665,0.09727209,-0.08541029,0
2.989525,3.11E-05,2.870145,0
2.9895244,0.001181181,2.877343,0
2.99496,0.006262852,2.8803504,0
2.9370954,-0.085494444,2.860435,0
3.0464947,0.037686743,2.854169,0
3.047133,7.31E-04,2.868492,0
2.9681764,0.015870146,2.9025414,0
2.943249,1.92E-04,2.899252,0
0.05270905,0.032084767,-0.053204708,0
0.05940662,0.009183874,-0.06971787,0
0.025092935,0.002681517,-0.06826102,0
-0.02304154,0.030056756,-0.076591656,0
2.959507,-0.16938797,2.8641727,0
2.9456856,-0.034345362,2.8134758,0
2.9978178,-0.02886564,2.875195,0
0.036547784,0.08111729,-0.096190944,0
3.0390637,-0.07234344,2.8570476,0
3.0018697,-0.012775269,2.8693085,0
2.9433653,-0.05982903,2.879739,0
-0.04313292,0.14417832,-0.086141,0
0.12937085,0.104642466,-0.11493086,0
-0.08792876,0.2139205,-0.1281257,0
0.07875035,0.006416803,-0.06840274,0
0.011048582,0.10065669,-0.09523546,0
0.005938481,0.086469345,-0.07560058,0
0.01726358,0.05344168,-0.07725796,0
0.08045834,0.026328916,-0.09331913,0
2.8972583,-0.271634,2.8444555,0
2.9323292,-0.11117407,2.8775067,0
2.900879,-0.17110941,2.864117,0
2.9150708,-0.078499824,2.900292,0
2.9419909,-0.14505975,2.8714244,0
2.931331,-0.08461039,2.8802722,0
2.9338195,-0.062054317,2.9030094,0
-0.013967543,0.13987224,-0.048948783,0
0.051436532,0.13971081,-0.056895245,0
-0.031121893,0.14322075,-0.085371,0
0.052565064,0.087641485,-0.07459441,0
0.06508041,-0.36639884,0.026460722,0
0.05307335,-0.32879838,0.009149306,0
0.14330198,-0.37464142,-0.003588774,0
3.015616,0.34759137,2.7861788,0
3.0344539,0.3936443,2.80055,0
2.9065142,0.32268763,2.7342489,0
3.0143797,0.38733938,2.8016486,0
2.9820862,0.35536104,2.7924986,0
2.7852607,0.30688873,2.7479734,0
2.8414938,0.323743,2.7915604,0
3.0067863,0.388142,2.7994165,0
0.049071446,-0.3795805,0.038573116,0
0.072832614,-0.2820479,0.024742218,0
0.114430934,-0.33624634,0.02494925,0
0.17859219,-0.35415366,0.033418037,0
0.116026126,-0.34689528,-0.017590528,0
0.03311522,0.10186105,-0.07450669,0
2.9747028,-0.09159556,2.8235443,0
2.9446628,-0.041073337,2.8366501,0
3.0291069,-0.093876846,2.894188,0
2.9803731,-0.08673934,2.880168,0
3.0106547,-0.029397177,2.8586838,0
2.9457057,-0.11504734,2.8702402,0
2.9295936,-0.07389958,2.865725,0
-0.018618308,0.13706458,-0.10821007,0
-0.075167865,0.103274696,-0.10503866,0
-0.016573165,0.08937688,-0.12562974,0
0.010969796,0.06399685,-0.11678594,0
-0.001181225,0.06563611,-0.10449265,0
0.008902722,0.07040944,-0.10488459,0
-0.003631171,0.08429213,-0.120093316,0
-0.08384613,0.11349234,-0.0933537,0
0.037864085,0.17113185,-0.085360505,0
2.9312038,-0.1229089,2.8383217,0
2.8759494,-0.1303377,2.8679802,0
2.8682294,-0.14186499,2.8515947,0
2.9175775,-0.06615749,2.8537388,0
2.9092677,-0.13342637,2.8696377,0
2.9349356,-0.13940421,2.8873203,0
-0.054606955,0.10456728,-0.08761742,0
-0.06765902,0.2297642,-0.12248788,0
-0.020383961,0.17039233,-0.12359303,0
-0.075051025,0.138109,-0.11956197,0
-0.021648275,0.08792347,-0.13799535,0
-0.069472276,0.18615949,-0.14360146,0
-0.027852792,0.108550936,-0.09828993,0
2.890245,-0.2160079,2.818992,0
2.9088137,-0.1654759,2.785578,0
2.8825943,-0.12485166,2.8778503,0
2.8569572,-0.14098111,2.842135,0
2.8343961,-0.19816035,2.88104,0
-0.06462516,0.22331437,-0.109320864,0
-0.08645593,0.2299945,-0.1353995,0
-0.08498829,0.21219443,-0.13661233,0
2.9387457,-0.07542578,2.852628,0
-0.05324448,0.16520822,-0.12769453,0
-0.0472853,0.17159803,-0.12922634,0
-0.08447981,0.1521275,-0.117806084,0
-0.057094105,0.19107619,-0.12204632,0
2.875603,-0.28304866,2.8353958,0
2.812359,-0.20766807,2.8556135,0
2.9090197,-0.12073742,2.86905,0
2.8561497,-0.16159926,2.8440347,0
2.899901,-0.17907305,2.8638794,0
2.8488986,-0.17546274,2.8367212,0
2.8943207,-0.17164052,2.835895,0
2.9114017,-0.099523716,2.8485227,0
2.9273572,-0.22141111,2.873703,0
-0.005050256,0.19450481,-0.12666467,0
0.02469329,0.18225847,-0.16171099,0
-0.026421834,0.18693647,-0.14045511,0
-0.08932982,0.2384422,-0.1392785,0
-0.054760326,0.25293195,-0.15092252,0
2.05E-04,0.20194149,-0.13795304,0
2.8666542,-0.24773979,2.7995677,0
2.8797991,-0.20540391,2.856707,0
2.8617265,-0.19344068,2.8516662,0
2.9361947,-0.14137143,2.8173485,0
2.892266,-0.1764772,2.8301377,0
2.9649339,-0.107435904,2.8275766,0
2.93797,-0.15922928,2.8506467,0
-0.006402555,0.23216774,-0.13533168,0
0.020346873,0.19143808,-0.13379706,0
-0.037283774,0.21109892,-0.12395296,0
-0.023891184,0.25357923,-0.13232169,0
-0.07173053,0.3593019,-0.18739332,0
-0.05783976,0.24640149,-0.13125697,0
2.9322875,-0.27056473,2.848181,0
2.86218,-0.19558153,2.835685,0
-0.042645514,0.31691664,-0.15258506,0
2.8596559,-0.19347548,2.84972,0
2.8578367,-0.23566717,2.8518915,0
2.882713,-0.27429226,2.8289614,0
2.8389254,-0.28943166,2.8327196,0
2.812482,-0.28879493,2.8479407,0
0.016101712,0.31657195,-0.14754203,0
-0.028414521,0.28358752,-0.14147861,0
-0.085247144,0.29752395,-0.18578,0
0.007417086,0.23339464,-0.16290851,0
-0.008770695,0.2625558,-0.14926444,0
-0.03195826,0.22420941,-0.11366747,0
-0.089800686,0.22704075,-0.1460971,0
-0.011450676,0.24525861,-0.16993831,0
2.875573,-0.34297886,2.8036227,0
2.8533003,-0.28663677,2.8399963,0
2.8719962,-0.26959294,2.8308322,0
2.870112,-0.27255145,2.8377616,0
2.836571,-0.30115417,2.8555274,0
2.8986468,-0.2603977,2.844188,0
2.9468691,-0.20915574,2.8571982,0
2.923905,-0.27202672,2.8311772,0
-0.03334726,0.26320386,-0.15008411,0
-0.021742651,0.26304436,-0.17587867,0
-0.019026356,0.27228135,-0.18847029,0
-0.001053252,0.2956441,-0.22398569,0
-0.03192151,0.31991607,-0.15835531,0
-0.012174469,0.2942121,-0.15021716,0
-0.021218326,0.30854753,-0.1826591,0
-0.036425304,0.35989457,-0.1773005,0
2.9520307,-0.31360322,2.8277597,0
2.8812096,-0.347039,2.831931,0
2.9099767,-0.29886666,2.8334024,0
2.9087446,-0.27494586,2.8261256,0
2.8846273,-0.38764754,2.8102982,0
2.8437374,-0.2750792,2.7950547,0
-0.058041405,0.48974055,-0.15441681,0
-0.13334586,0.42289743,-0.1254036,0
-0.07136794,0.37080014,-0.15380374,0
-0.032744683,0.3434464,-0.160985,0
-0.025744683,0.3534464,-0.160485,0
-0.021386534,0.37004417,-0.1600615,0
-0.070015505,0.36853343,-0.16596074,0
2.900467,-0.27163458,2.8231606,0
2.8707728,-0.4363857,2.7937117,0
2.864903,-0.3430908,2.8233566,0
2.848261,-0.31268376,2.8293972,0
2.88134,-0.26686475,2.8531868,0
2.923959,-0.33698663,2.8156333,0
2.8911066,-0.36716115,2.8204408,0
-0.03802364,0.41541508,-0.20094937,0
2.9044118,-0.34439352,2.8261738,0
-0.018141756,0.39832234,-0.2035065,0
-0.026032543,0.40733963,-0.17141971,0
-0.05574973,0.44819197,-0.18469203,0
-0.015664933,0.369751,-0.16995513,0
0.019188304,0.39535588,-0.19706957,0
-0.029541237,0.4304312,-0.20024666,0
-0.06978398,0.43004608,-0.17756613,0
2.7248795,-0.5241176,2.8076935,0
2.9105208,-0.31821126,2.819872,0
2.879672,-0.3285683,2.8030763,0
0.042933162,0.050459266,-0.101500876,0
0.053659815,-0.335496,0.004302674,0
0.063634776,-0.3179465,0.008946736,0
3.0089445,0.31918535,2.7778108,0
2.9224281,0.31484386,2.774834,0
2.9266877,0.38711917,2.795384,0
0.05527875,-0.3176535,-0.004479082,0
3.0074794,0.3921252,2.8276093,0
2.95754,0.3765121,2.7719827,0
3.03004,0.39264315,2.7957764,0
3.0070834,0.39348307,2.7998383,0
2.9813876,0.3721808,2.7883556,0
0.08623572,-0.31249174,0.015758561,0
0.15214854,-0.38045308,0.013903513,0
0.12788613,-0.40366778,0.04179833,0
0.13551985,-0.3179465,0.008946736,0
0.02619117,-0.31681195,0.00635088,0
-0.09759729,0.06348342,0.012877983,0
-0.03958227,-0.006202591,0.010182031,0
0.15055847,-0.39810807,0.010902717,0
0.10279883,-0.371415,0.023042634,0
0.14650254,-0.38401562,0.029807441,0
3.0135117,0.3580959,2.7946727,0
2.8993607,0.34818217,2.7941978,0
2.979085,0.40134844,2.820953,0
3.022159,0.3827864,2.8108802,0
3.0145876,0.38643274,2.788312,0
2.8969867,0.3712475,2.772419,0
2.8917174,0.39510527,2.7981853,0
0.19448851,-0.398172,0.027760724,0
2.934606,0.4232645,2.7861214,0
0.04403068,-0.2453074,0.07760695,0
0.11941382,-0.32350132,0.044362046,0
0.12699826,-0.35019466,0.046027545,0
0.12110219,-0.33785,0.021769295,0
-0.03292016,0.045240067,0.012585516,0
-0.026300218,0.021963399,0.06979964,0
-0.04181497,0.053638887,0.05067466,0
-0.038965054,0.027467886,0.066454664,0
-0.11589875,0.05953202,0.051715966,0
-0.007991432,0.051397588,0.057374008,0
0.016188309,-0.014558809,0.08841168,0
2.9221938,0.01787785,2.725314,0
2.9462578,0.008138279,2.7524083,0
2.892133,0.011528696,2.73942,0
2.9375594,0.045609944,2.7348244,0
-0.001848796,0.098641075,0.08077941,0
0.01994123,0.07018738,0.10125709,0
0.02066725,0.034549266,0.11156416,0
0.038676016,0.026582519,0.104681104,0
0.00639294,0.04851345,0.09021209,0
0.007714998,0.014194769,0.118225634,0
-0.018162785,-0.12912975,-0.00564205,0
2.9359674,0.034855235,2.718767,0
0.07006722,-2.72E-04,0.06000159,0
2.9577272,0.001503133,2.7392588,0
2.9203198,-0.050211493,2.759396,0
2.9016643,-0.07062421,2.7325077,0
2.894966,-0.0662622,2.7431846,0
2.9203641,-0.0325708,2.7375557,0
2.9740415,0.057607997,2.7329338,0
2.9508786,0.031060727,2.743221,0
-0.03647862,0.13506965,0.09182207,0
0.06268434,-0.015918117,0.12458253,0
0.03424189,0.005070442,0.1304511,0
0.10320791,-0.0336257,0.1291665,0
2.9709327,0.019234197,2.760982,0
0.053776808,0.031424496,0.11752852,0
0.04620334,0.055999342,0.1338521,0
0.059886105,0.06009861,0.14337559,0
2.840857,-0.056120016,2.7202556,0
2.9279366,0.026169129,2.7192485,0
2.9506812,0.015429354,2.710888,0
2.9597335,-0.02876372,2.7229552,0
2.9218993,-0.009031294,2.7121043,0
2.935429,0.036140688,2.7143486,0
2.952719,0.061796464,2.7088957,0
2.919237,0.009409532,2.7076652,0
-0.06913175,0.12334747,0.14234853,0
0.029738832,0.06678236,0.11364952,0
0.041869935,0.04119555,0.13899639,0
2.9484863,0.035030354,2.705,0
2.9622695,0.06968774,2.7354817,0
2.9492671,0.06492482,2.7510808,0
0.027175728,0.0343216,0.13725983,0
2.9258668,0.016811486,2.74715,0
2.9697192,0.0404704,2.7344558,0
2.9254656,0.057685297,2.7323332,0
2.9398608,0.064065635,2.7382214,0
-0.04846225,0.11023118,0.110706046,0
0.003140862,0.025036206,0.15281978,0
0.012659104,0.002028576,0.12412131,0
0.024429446,0.022906039,0.093333386,0
0.0333879,0.056276172,0.117285244,0
0.002163162,0.02604323,0.1000319,0
0.029916259,0.016874274,0.11984625,0
-2.13E-04,-0.003398181,0.11175675,0
-0.022585029,0.011560862,0.09250419,0
0.046536945,0.00602974,0.12591347,0
0.04560683,-0.006567681,0.12092663,0
2.886651,-0.031736717,2.688258,0
2.9466507,-0.009449837,2.7574925,0
2.8929863,0.030981023,2.7639134,0
2.9016345,0.032943632,2.7364056,0
-0.033299766,0.08222272,0.11583122,0
-0.006722571,0.012218524,0.113337696,0
-0.04667436,0.056992956,0.10454361,0
-0.031504534,0.04373228,0.10933243,0
-0.052128315,0.07082048,0.08998667,0
-0.040766474,0.026056012,0.106985524,0
2.893689,-0.002456911,2.7362854,0
-0.03026015,0.01788694,0.12639515,0
-0.056683656,0.040036347,0.0911827,0
2.8586187,-0.06387121,2.7152443,0
2.8990068,-0.021781841,2.7556393,0
2.891296,-0.014585748,2.72839,0
2.8748863,-0.011286081,2.7657108,0
2.892265,-0.001846134,2.7602978,0
2.9324486,0.018705418,2.753675,0
2.9147322,0.002024472,2.745843,0
2.8987982,-3.60E-04,2.7517438,0
-0.12010863,0.23835835,0.11246506,0
-0.08649921,0.08250698,0.10764209,0
-0.114456065,0.06350479,0.12220335,0
-0.07793564,0.072058655,0.10415964,0
-0.082506664,0.14029399,0.13941193,0
-0.07779684,0.1465675,0.11595197,0
-0.104413144,0.15326354,0.15036649,0
2.858837,-0.00560987,2.7673714,0
-0.075230725,0.1079246,0.11942372,0
-0.11240527,0.12896574,0.11458267,0
2.8167193,-0.16476943,2.727032,0
2.8492591,-0.11022621,2.7723038,0
2.8302605,-0.11903525,2.7457938,0
2.8501465,-0.08255377,2.7554202,0
2.8343365,-0.072728425,2.7314725,0
2.8520775,-0.05410756,2.7643337,0
2.8721426,-0.049663447,2.7433937,0
2.8520582,-0.04844253,2.742807,0
2.8607633,0.007244403,2.759898,0
-0.04094461,0.37486815,0.006561941,0
-0.016858099,0.2787113,-0.008101543,0
-0.06975181,0.32641187,0.04952467,0
-0.08390045,0.33022836,0.050013646,0
-0.025205584,0.31600615,0.01814557,0
-0.03209661,0.30068237,0.06389316,0
-0.033917874,0.29272708,0.053483747,0
-0.068488896,0.3126409,0.06225292,0
2.8046033,-0.3726273,2.6954753,0
2.9103456,-0.3262052,2.731143,0
2.8464882,-0.30387974,2.7283762,0
2.8412616,-0.314555,2.712265,0
2.8424132,-0.32994747,2.6970854,0
2.843679,-0.2516643,2.741898,0
2.8637168,-0.2961236,2.738968,0
2.8737984,-0.24633425,2.7430592,0
-0.034873407,0.2801832,0.056442898,0
-0.062732086,0.30151743,0.0963725,0
-0.2375072,0.54080606,0.10744827,0
-0.08494087,0.35718223,0.08450896,0
-0.07775761,0.319901,0.051095817,0
2.6840382,-0.48864987,2.7427773,0
-0.053050417,0.30555353,0.07762637,0
-0.026313107,0.33105358,0.062787876,0
-0.36258513,0.646335,0.09591197,0
2.29E-04,0.40188095,0.015018439,0
2.9270368,-0.5122254,2.8391323,0
-0.07401482,-0.3222358,0.058414392,0
-0.018046655,-0.3333202,0.046513155,0
-0.050859645,-0.29362822,0.04894143,0
3.0254152,0.3845911,2.800648,0
3.0747104,0.3969171,2.8049676,0
3.097547,0.46206635,2.7984207,0
3.124699,0.43376592,2.8082798,0
3.1258004,0.45827678,2.8599808,0
3.1329813,0.4272227,2.858594,0
3.1058998,0.47454706,2.8026671,0
-0.030074663,-0.37753016,0.033895854,0
0.147672,-0.36049262,0.055678762,0
0.013111663,-0.32527435,0.046893757,0
0.15571696,-0.4015213,0.02639503,0
0.14203762,-0.41515705,0.030139234,0
0.08996926,-0.40738797,0.035182357,0
0.007258436,-0.32536814,0.027290327,0
0.20181544,-0.42569354,0.031658053,0
3.0914922,0.47996604,2.8271685,0
2.9912727,0.39317527,2.8070552,0
3.0334287,0.38632601,2.8238134,0
2.9137945,0.39319536,2.8213766,0
3.0568638,0.48109215,2.8339734,0
0.070488214,-0.38295573,0.011957546,0
3.0406497,0.45873934,2.814339,0
2.9886622,0.425,2.8180804,0
2.9386635,0.40215093,2.7876081,0
0.07599914,-0.36146784,0.030191148,0
0.08818996,-0.36901015,0.03447558,0
