X,Y,Z,Class
3.120611,-0.22622171,2.6805074,0
3.117531,-0.19294421,2.6959066,0
3.137517,-0.203142,2.667912,0
-0.087735295,0.21629211,0.18746768,0
-0.10905257,0.22850962,0.16237187,0
-0.07777742,0.16859558,0.1522706,0
-0.082194805,0.2038111,0.14434025,0
-0.052703694,0.24845456,0.16761655,0
-0.09665458,0.20297168,0.15256856,0
-0.06506213,0.23159806,0.16606092,0
3.1044602,-0.29779962,2.6867414,0
3.109633,-0.33337876,2.6823006,0
3.09586,-0.29722637,2.6665187,0
3.107051,-0.32333133,2.6695645,0
3.1005404,-0.3068909,2.6746376,0
3.0884452,-0.29257262,2.6777463,0
3.072869,-0.25457877,2.6783593,0
-0.117452,0.31061777,0.18466273,0
-0.13865201,0.31564862,0.17252426,0
-0.10722465,0.2532777,0.1541915,0
-0.097473636,0.2954408,0.16436279,0
-0.16150117,0.30602315,0.17740968,0
-0.089719184,0.27801147,0.17681825,0
-0.10161305,0.23314486,0.15439603,0
3.1050851,-0.3448146,2.7007668,0
3.1173954,-0.29193604,2.6888902,0
3.1305685,-0.32914022,2.6787083,0
3.1021156,-0.30835712,2.7012453,0
3.0827205,-0.2619939,2.697805,0
-0.16151986,0.36706802,0.16855033,0
-0.12117685,0.3197992,0.17878301,0
-0.10984873,0.29964858,0.17020786,0
-0.09109255,0.28923562,0.16935614,0
-0.1155933,0.29754,0.16453925,0
-0.061911322,0.24520199,0.15442634,0
-0.083526544,0.27078176,0.15070117,0
-0.122226015,0.25956362,0.15115963,0
3.0825012,-0.35508355,2.678718,0
3.070831,-0.400365,2.6705112,0
3.1238942,-0.38429976,2.674035,0
-3.1398878,-0.33358377,2.6661115,0
3.1348004,-0.3206652,2.6726239,0
3.1129808,-0.33111876,2.69672,0
3.1098616,-0.33859307,2.6974642,0
3.0648441,-0.33773625,2.6916282,0
3.0803692,-0.34572002,2.6805751,0
3.102891,-0.3894983,2.6965935,0
-0.1726549,0.31347555,0.15433557,0
-0.093319975,0.3489303,0.19919214,0
-0.41250536,0.5566972,0.28734046,0
-0.15491028,0.35186034,0.17640848,0
3.039585,-0.46569955,2.6814988,0
3.0694566,-0.46604922,2.6729097,0
3.1111958,-0.41947293,2.6766179,0
3.122433,-0.42399037,2.6790855,0
-3.1165385,-0.3763553,2.7000377,0
3.0880177,-0.3740944,2.6864867,0
3.0945802,-0.379204,2.6626122,0
3.08703,-0.3761279,2.659929,0
-0.12858547,0.38849953,0.20432216,0
-0.16603662,0.4121589,0.21043776,0
-0.102633975,0.3815864,0.18321815,0
-0.0992264,0.40151983,0.18975215,0
-0.09846886,0.3903173,0.15726455,0
-0.09623931,0.39124376,0.15195581,0
-0.1013812,0.40567902,0.17360999,0
-0.10869064,0.4250141,0.17823689,0
-0.14375238,0.34038082,0.18102221,0
-0.15131524,0.35823795,0.1851845,0
-0.09300364,0.33906105,0.16943535,0
-0.15235011,0.31339076,0.1607992,0
3.0878496,-0.42357722,2.6931558,0
3.0888262,-0.40396574,2.6925151,0
3.0855196,-0.37240943,2.6944385,0
3.0949075,-0.43374854,2.6960459,0
3.0517879,-0.46593016,2.694211,0
3.0309374,-0.49484402,2.6615584,0
3.0725951,-0.46234316,2.6718347,0
3.099657,-0.43753478,2.702343,0
3.11939,-0.34707847,-3.0866606,0
3.1230013,-0.33207485,-3.0581763,0
-3.13074,-0.34011272,-3.0496633,0
-3.140003,-0.34620565,-3.0276194,0
3.075397,-0.376769,-3.0677664,0
3.1221633,-0.34202242,-3.036921,0
3.0922832,-0.4180096,-3.0344656,0
-0.21986933,0.42403886,0.11705883,0
-0.18508118,0.4148149,0.10045023,0
-0.13911925,0.41947663,0.06630924,0
-0.1916702,0.397283,0.10372153,0
-0.1334533,0.39244658,0.08711703,0
-0.17805581,0.40982807,0.09541009,0
-0.18024698,0.46206218,0.058343735,0
-3.1141577,-0.42793432,-3.033971,0
-3.0824912,-0.41911283,-3.0393348,0
-3.0939894,-0.49137783,-3.0176253,0
-3.103891,-0.3446395,-3.0958726,0
-3.0967207,-0.43015012,-3.0491505,0
3.1100893,-0.52251977,-3.0154445,0
-3.0650997,-0.4436503,-3.0302775,0
-0.21601138,0.49805343,0.1550017,0
-0.2015547,0.56311303,0.12690644,0
-0.2302819,0.557387,0.13497294,0
-0.16806431,0.52454704,0.07320966,0
-0.11661329,0.5191152,0.09751679,0
-0.16895442,0.51831955,0.104082294,0
-0.17805581,0.40982807,0.09541009,0
-0.21769847,0.52128714,0.0903521,0
-3.1117108,-0.54117006,-3.0215442,0
3.1316423,-0.55135274,-3.069588,0
-3.1310403,-0.40875962,-3.020891,0
3.1176145,-0.47012973,-3.0488818,0
-3.100361,-0.53833336,-3.0132413,0
-0.1833537,0.6069835,0.1350513,0
-3.1193638,-0.55111647,-3.0517547,0
-0.160837,0.6391344,0.09045402,0
-0.1615051,0.8597476,0.11383706,0
-0.22017357,0.729537,0.15642361,0
-0.19621955,0.69961166,0.12810905,0
-0.23293704,0.5309576,0.11131474,0
-0.18309356,0.52195245,0.09531193,0
-0.1755187,0.5598844,0.0644584,0
-3.073414,-0.6208288,-3.019643,0
-3.1068242,-0.6151743,-3.0211563,0
-3.1285837,-0.6618322,-3.0350919,0
-3.1235328,-0.56109804,-3.010009,0
-3.1120753,-0.62712586,-3.010593,0
-3.050674,-0.6423879,-3.0105393,0
-3.1075659,-0.5820208,-2.9979806,0
-3.1295967,-0.6029572,-2.997247,0
-3.1153212,-0.53714657,-2.996783,0
-3.1181245,-0.58230376,-2.9918118,0
-0.22075045,0.6459103,0.10502012,0
-0.1376839,0.62168765,0.1112515,0
-0.17214665,0.5875546,0.10611881,0
-0.19993262,0.6187977,0.08859673,0
-0.2131239,0.6643084,0.08805453,0
3.1300633,-0.6590748,-3.0423324,0
-3.1201546,-0.6715548,-3.0297995,0
-3.0753057,-0.68106717,-3.0290773,0
-3.075334,-0.6697724,-2.975314,0
-3.1092508,-0.63204914,-3.018646,0
-3.125516,-0.6702781,-2.9892895,0
-3.109774,-0.6536793,-2.9977589,0
3.1361437,-0.685592,-3.0023377,0
-0.22030666,0.73173434,0.17389403,0
-0.14653163,0.59019905,0.1426828,0
-0.17489938,0.6239204,0.109973244,0
-0.077712275,-0.05285222,-0.01090489,0
-2.9214377,-0.055842293,1.5545397,0
-2.8755102,-0.061842293,2.5545397,0
-2.8648872,0.016816366,2.5267122,0
-2.7934415,0.02338308,2.5139318,0
-2.8122804,0.022899093,2.4872377,0
-2.822975,0.0051145,2.5157402,0
-0.13551393,-0.08598546,-0.063593015,0
-0.16117029,-0.06946915,-0.050710443,0
-0.118583314,-0.106062084,-0.04505896,0
-0.113397904,-0.12492656,-0.036330163,0
-0.07745183,-0.12190835,-0.05467972,0
-0.1034827,-0.10795781,-0.065685265,0
-0.1631345,-0.054241017,-0.044562902,0
-0.1605318,-0.060852583,-0.066072926,0
-2.834508,-0.014966009,2.5568776,0
-2.935185,-0.07691662,2.561152,0
-2.862452,0.019698106,2.548721,0
-2.8327491,-0.017054161,2.5655186,0
-2.8047297,0.05237659,2.5256884,0
-2.824626,0.053691786,2.5432143,0
-2.860509,-0.032315712,2.5345929,0
-2.8830373,-0.09746933,2.5184917,0
-0.1852335,0.00790605,-0.06119892,0
-0.13699484,-0.09956707,-0.07284294,0
-0.19178121,-0.08767349,-0.07205023,0
-0.39232025,0.28330156,0.006270045,0
-2.8616765,-0.040884573,2.5668323,0
-2.8259437,-0.035498917,2.5801632,0
-2.881741,0.019431284,2.5674906,0
-2.8688245,-0.045442417,2.5947096,0
-2.8810287,-0.030228276,2.5674016,0
-2.8737779,-0.057463523,2.5825071,0
-2.8638015,-0.020324424,2.597579,0
-2.8636568,-0.019105213,2.5794613,0
-0.21708696,-0.03288227,-0.09245924,0
-0.16351306,-0.043390073,-0.09552592,0
-0.19934487,-0.031047972,-0.09395645,0
-2.859306,-0.007972513,2.598422,0
-2.8008738,0.007971078,2.6035671,0
-0.11420421,-0.048940722,-0.092587,0
-2.8617632,0.029208835,2.6043541,0
-2.873073,0.038527634,2.616062,0
-2.8680608,0.029705701,2.5920074,0
-2.8198547,0.044116445,2.6058166,0
-2.9085755,-0.043795455,2.652447,0
-0.21963304,-0.029275905,-0.12351965,0
-0.1940405,-0.114802614,-0.14355598,0
-0.17412409,-0.049463794,-0.081254296,0
-0.15102264,-0.098323315,-0.11836902,0
-0.13778922,-0.12753476,-0.14537832,0
-0.17405659,-0.0943136,-0.14410554,0
-0.11043805,-0.105331436,-0.15172957,0
-0.20272921,-0.04512399,-0.14569522,0
-2.9101155,-0.008281487,2.6639137,0
-0.21417062,-0.05246844,-0.09062841,0
-0.14458483,-0.094085805,-0.10008341,0
-3.0014718,0.3235058,2.656138,0
-2.9961193,-0.10970616,2.5615954,0
-2.9863257,-0.11133269,2.563686,0
-2.9701972,-0.11203148,2.5569723,0
-2.9724336,-0.1209833,2.5622418,0
-2.9854336,-0.12600988,2.5770917,0
-0.2840156,0.037448224,-0.017424708,0
-0.20837083,0.005035237,-0.017665686,0
-0.24674547,0.024880016,-0.006860407,0
-0.20437127,-0.04011939,-0.026902596,0
-0.23520225,0.00831092,-0.015861949,0
-0.1989113,-0.011024037,-0.009711704,0
-0.22217993,-0.01174014,-0.024396388,0
-2.9892938,-0.17724045,2.5899615,0
-2.946431,-0.13617098,2.5631747,0
-2.9413037,-0.11659632,2.575162,0
-2.9436195,-0.10225752,2.5639498,0
-2.909833,-0.115725294,2.5782325,0
-3.0166192,-0.27456036,2.6059551,0
-2.9388962,-0.0947124,2.5705724,0
-2.9841912,-0.13299896,2.6009073,0
-2.9809732,-0.13975164,2.6057477,0
-0.23858473,-0.015198574,8.98E-04,0
-0.21128921,0.002927678,-0.01831957,0
-0.2957941,0.035496525,-0.007604091,0
-0.21054001,0.0847853,-0.032021035,0
-3.015658,-0.16936086,2.580125,0
-2.9283965,-0.10385292,2.5975256,0
-2.9922092,-0.15494448,2.5952866,0
-2.9175942,-0.109760955,2.5685074,0
-2.883435,-0.12364685,2.563438,0
-2.9151845,-0.10271066,2.5798516,0
-2.9435148,-0.12560475,2.5868328,0
-3.0094333,-0.16068666,2.597639,0
-0.25399792,0.056382112,-0.02210548,0
-0.31597316,0.14618473,-5.61E-04,0
-0.25369096,0.054643266,-0.02245652,0
-0.21114284,0.061032575,-0.033923615,0
-0.24826467,0.04132891,-0.05308795,0
-0.2698376,0.034606103,-0.011161172,0
-0.2473573,0.05255166,-0.01829283,0
-0.29297528,0.09174116,0.002084126,0
-0.27090558,0.07138043,-0.013734271,0
-0.24163091,0.051310066,-0.032185957,0
-0.20545875,0.002371068,-0.016044755,0
-0.20702112,-0.023692217,-0.028805846,0
-2.932708,-0.1337755,2.5823288,0
-2.943917,-0.13169646,2.6000144,0
-2.9629366,-0.12692295,2.5941703,0
-0.21260463,0.068627544,0.001615762,0
-0.28662005,0.018521955,-0.035138212,0
-0.30989748,0.0417492,-0.02563175,0
-0.2426227,0.042955752,-0.023671728,0
-0.24966514,0.056366622,-1.83E-04,0
-0.23363501,0.035323795,-0.018946242,0
-0.23696028,0.03257935,-0.018933387,0
-0.25436908,0.026901623,-0.02489863,0
-2.9991605,-0.22126809,2.611834,0
-2.9695537,-0.18759732,2.5815175,0
-2.9817853,-0.22415593,2.619635,0
-2.961185,-0.12813409,2.5798187,0
-2.948157,-0.17335609,2.6081944,0
-2.9269617,-0.12231386,2.5814013,0
-2.8940616,-0.12905143,2.571935,0
-2.9352963,-0.1836668,2.601222,0
-2.9389737,-0.14329103,2.605339,0
-2.980599,-0.16783819,2.6008613,0
-0.28753796,0.07724444,0.006292692,0
-0.20885451,0.031759545,-0.025105763,0
-0.24047957,0.09038272,-0.029702958,0
-0.23729607,0.06904435,-0.027335295,0
-0.26130426,0.045504395,-0.02455296,0
-0.26173076,0.11457305,-0.018715903,0
-0.26418486,0.09195287,-0.020558108,0
-0.274593,0.075247556,-0.02051023,0
-2.971955,-0.15566203,2.6124072,0
-2.9714074,-0.24715221,2.6139786,0
-2.9674735,-0.20858596,2.616075,0
-2.977606,-0.19450334,2.59819,0
-2.9555194,-0.20665005,2.611529,0
-2.9174953,-0.17071193,2.6034732,0
-2.9642067,-0.18172933,2.5980842,0
-2.963518,-0.152835,2.601233,0
-2.9753962,-0.15798669,2.600669,0
-3.0667741,-0.2126444,2.635,0
0.029554287,-0.00656269,0.036792688,0
0.013836212,-0.11471504,0.058945652,0
0.03300306,-0.10826297,0.051021952,0
0.04174576,-0.10115772,0.068962544,0
0.026023839,-0.07713789,0.047006056,0
0.038468085,-0.10551549,0.079541564,0
0.06978155,-0.094361156,0.07602606,0
0.042790066,-0.11261607,0.078335285,0
2.887813,-0.13613608,2.8475742,0
0.024349466,-0.03131521,0.13305251,0
0.029268917,-0.02617319,0.10183245,0
0.030575702,-0.058892664,0.13635361,0
0.03451411,-0.047778845,0.112542234,0
0.047497597,-0.024569746,0.12722166,0
-0.030449143,0.005659016,0.13322842,0
3.07846,0.13613608,0.1475742,0
-0.04851708,0.008666181,0.11456876,0
0.048591927,0.02092661,0.10054238,0
3.0589898,0.007572219,2.8123791,0
3.1225019,0.022390448,2.7860143,0
3.0863354,0.018192077,2.8170073,0
3.111631,0.057752598,2.8076496,0
3.1189353,0.05831271,2.8168619,0
3.1198184,0.09300165,2.8199823,0
3.1343658,0.0897772,2.8205552,0
3.1352265,0.11771344,2.800587,0
0.008783792,0.010042888,0.13630177,0
0.031167956,-0.04623571,0.12378619,0
0.043279044,-0.06196924,0.11129114,0
0.019890351,-0.07316298,0.09882831,0
0.034610353,-0.035124585,0.1192721,0
0.013596246,0.015182587,0.10537592,0
0.049315304,-0.044135448,0.12622112,0
-0.021989927,-0.009334281,0.09704637,0
3.111527,0.059470676,2.8071942,0
3.0991094,0.002073499,2.8093922,0
3.1138532,0.011320424,2.807842,0
3.1314363,0.04404476,2.815038,0
3.108308,0.071714096,2.8234622,0
3.122104,0.11103722,2.8081722,0
3.0894246,0.11114989,2.8079867,0
3.1336713,0.12541385,2.8048165,0
3.1106176,0.075842746,2.8336132,0
3.0599816,0.06597297,2.797435,0
-0.031933844,0.038116407,0.10947384,0
-0.030671345,0.03517879,0.08535335,0
0.003609062,-0.026134029,0.08937612,0
0.05844919,-0.06485841,0.099349305,0
3.0749438,-0.055115234,2.7850456,0
3.105976,-0.03760649,2.790912,0
3.0753965,-0.0633305,2.816835,0
3.1125731,0.003323294,2.8110423,0
0.014255751,-0.024390578,0.096998386,0
3.0982814,0.016825229,2.8106189,0
3.138461,0.015903186,2.8130605,0
3.0845973,-0.021384742,2.8069043,0
3.098126,0.012488316,2.8031163,0
0.023056058,-0.007305377,0.10994991,0
-0.04540494,0.043423124,0.114754975,0
0.002372508,0.080197476,0.10389102,0
0.012019133,0.014696102,0.10328389,0
0.048266776,0.017002309,0.12012599,0
0.03005054,0.023364555,0.108564764,0
0.050871406,0.00129945,0.1399048,0
0.024260387,0.046547845,0.10477637,0
-0.015952935,0.09808467,0.09690219,0
0.06519323,-0.020932928,0.1150686,0
3.1037812,-0.073531955,2.7671351,0
3.0840287,-0.04962808,2.7947905,0
3.0859928,-0.048089594,2.8114176,0
3.0392983,-0.039558887,2.8064423,0
3.076638,-0.049267784,2.8189378,0
0.041657425,-0.019752987,0.11154773,0
-0.074276306,0.09356442,0.11296458,0
-0.04354087,0.07646415,0.10649465,0
-0.03420504,0.07645204,0.09425457,0
-0.010367696,0.060318798,0.11174795,0
3.0572457,-0.05137068,2.8109431,0
-0.026770545,0.09654891,0.10784337,0
-0.013864919,0.077614345,0.099054195,0
-0.03996718,0.0714441,0.11026922,0
-0.054933228,0.10973211,0.09940357,0
-0.15390205,0.2522763,0.08540382,0
3.0760014,-0.04319271,2.7902608,0
3.0914893,-0.12886287,2.76409,0
3.1250408,-0.12824206,2.7395294,0
3.0646267,-0.028702917,2.8160632,0
-3.0680053,-0.24221046,2.7266755,0
-3.1311824,-0.23365648,2.721523,0
3.1358101,-0.23259126,2.7279658,0
3.1049201,-0.29723355,2.7310987,0
3.1315215,-0.28324988,2.7383337,0
-0.023569018,0.3121471,0.15353793,0
-0.039788973,0.32280058,0.16048117,0
-0.35723335,0.68454266,0.25399476,0
2.6679716,-0.5828226,2.6365387,0
-0.04746008,0.3842934,0.16121948,0
-0.41189533,0.77038604,0.22089963,0
-0.079239964,0.40442505,0.13246799,0
-0.03942393,0.35288084,0.14453548,0
-3.0814767,-0.42967573,2.8130162,0
2.8878002,-0.3049395,1.1266257,0
3.0779078,-0.34553736,2.7534897,0
0.03275588,-0.003529787,0.026121382,0
-0.06868051,0.06894831,0.025387568,0
-0.004152032,0.05258804,0.001210742,0
-0.049522694,0.023911979,-0.019168291,0
-0.067952335,0.020677561,-0.014983035,0
-2.6105182,-0.12779535,2.820301,0
-2.5874727,-0.13453941,2.7671952,0
-2.5728664,-0.14860237,2.8140666,0
-0.15644772,0.117910214,-0.04439621,0
-0.15653022,0.08029556,-0.031165157,0
-0.2024906,0.06386353,-0.021314444,0
-0.15629247,0.025560427,-0.028052006,0
-0.11306981,0.047169093,-0.04367812,0
-0.1198893,0.056401066,-0.05302418,0
-0.20124683,0.07484694,-0.034837067,0
-2.6083636,-0.1556517,2.8169322,0
-0.20307341,0.04807242,-0.058383986,0
-2.6632125,-0.21200289,2.8686364,0
-2.6697628,-0.20325148,2.865669,0
-2.6232264,-0.16330291,2.832957,0
-2.6882951,-0.13871616,2.8142989,0
-2.6964283,-0.19037743,2.8242042,0
-2.6685793,-0.20061493,2.8601365,0
-2.7053611,-0.17743693,2.834883,0
-2.614922,-0.15537405,2.7929363,0
-0.21400575,0.074728385,-0.056746993,0
-0.21309647,0.13308303,-0.0364378,0
-2.6095934,-0.15232031,2.789944,0
-2.6462002,-0.13900651,2.7604632,0
-0.18219522,0.15198523,-0.04628566,0
-0.19638667,0.11818149,-0.058440875,0
-0.23070881,0.1154285,-0.037691653,0
-0.034031197,-0.016931549,0.05239992,0
-0.27328676,0.04833709,0.05615394,0
-0.14082733,0.07501102,0.06319167,0
-0.106558956,0.06309746,0.08037421,0
-0.11319199,0.104581736,0.0665361,0
-0.23263718,0.09751219,-0.069848694,0
-0.22000964,0.09696582,-0.07442716,0
-0.1452433,0.0844188,0.07293031,0
-2.8686628,-0.1664995,2.7297313,0
-0.11163394,0.051207785,0.05368231,0
-2.9235501,-0.1965338,2.7438583,0
-2.955228,-0.1843663,2.7283833,0
-2.9257174,-0.1441558,2.745156,0
-2.9330678,-0.13782857,2.7463963,0
-2.9387054,-0.15158804,2.7536368,0
-2.9510796,-0.12800436,2.7351415,0
-0.16138898,0.07523537,0.06464762,0
-0.22000964,0.09696582,-0.07442716,0
-0.381567,0.10483003,0.39589182,0
-0.25081527,0.084332764,0.33473718,0
-0.2837037,0.07133061,0.3290364,0
-0.2532391,0.07360237,0.30518308,0
-0.2787048,0.09093552,0.29498643,0
-0.28936696,0.12759878,0.32024986,0
-3.092742,-0.281718,2.7470586,0
-3.0130389,-0.23961921,2.7810533,0
-3.004427,-0.23317571,2.7749646,0
-2.9751391,-0.21038568,2.7743711,0
-3.0042799,-0.16425702,2.7557669,0
-2.982926,-0.19610403,2.7663882,0
-3.007495,-0.20123298,2.773402,0
-3.0085044,-0.1685085,2.7554364,0
-0.29736084,0.10678888,0.29439685,0
-0.27401465,0.1599795,0.3029873,0
-0.24431528,0.12332853,0.28409648,0
-0.30885127,0.13081253,0.3017238,0
-0.25101852,0.062258694,0.28342712,0
-0.2519253,0.074563,0.28111774,0
-0.2310781,0.07729282,0.27442792,0
-0.26469174,0.055925403,0.262199,0
-0.29617432,0.12757349,0.3110441,0
-3.0114765,-0.27255502,2.7728148,0
-2.993072,-0.2537044,2.7554364,0
-2.9719276,-0.19563393,2.763227,0
-2.9791253,-0.176765,2.793722,0
-2.9723938,-0.19610403,2.7663882,0
-2.9994519,-0.19533831,2.787951,0
-3.0197322,-0.19165556,2.7795722,0
-0.31748816,0.15908939,0.25096378,0
-0.32793286,0.1183229,0.27688155,0
-0.3461106,0.12967855,0.27340555,0
-0.35367402,0.14448956,0.2632145,0
-0.3750889,0.1677977,0.27504957,0
-0.33158782,0.09591741,0.28818563,0
-3.005064,-0.28080943,2.9097047,0
-2.933289,-0.24944603,2.9190667,0
-2.9826643,-0.25672555,2.9014378,0
-2.983705,-0.22397691,2.9250324,0
-2.9322052,-0.19200847,2.9261007,0
-2.9666958,-0.22958107,2.9122427,0
-3.0010633,-0.23817031,2.923553,0
-3.0159009,-0.19024739,2.9116838,0
-0.29131022,0.123604625,0.26245716,0
-0.33972186,0.10394667,0.26614863,0
-0.28072503,-0.06767735,0.15443483,0
-0.310724,-0.079093374,0.11661513,0
-0.2971905,-0.08835602,0.121980995,0
-0.3261772,-0.07366869,0.117816865,0
-0.3564072,-0.017124215,0.12084854,0
-0.35103226,-0.05994389,0.10724319,0
-0.35107553,-0.05705066,0.10202909,0
-0.34784198,-0.085623585,0.110555016,0
-3.1168144,-0.089658365,2.8297904,0
-3.1163847,-0.09609433,2.8345172,0
2.7144156,-0.48857352,2.3493683,0
-3.0125237,0.045112733,2.8607242,0
-3.0537765,0.064881235,2.869774,0
-3.0366466,0.050187655,2.8791869,0
-3.0499227,0.060394976,2.8669438,0
-3.0542796,0.056388617,2.8733635,0
-0.295816,-0.124199994,0.08291899,0
-0.31437016,-0.13200767,0.087713495,0
-0.3291369,-0.14863431,0.11087862,0
-0.2958592,-0.15462466,0.07862114,0
-0.30892015,-0.12738335,0.10045008,0
-3.0969088,0.020711021,2.8914006,0
-3.0471144,0.023686888,2.9267921,0
-3.04984,0.062062092,2.8997319,0
-2.9922512,0.053680126,2.9042854,0
-3.036425,0.059140176,2.8919413,0
-3.0267906,0.027529947,2.9169998,0
-3.0454726,0.025070544,2.9228454,0
-3.0992186,0.03463026,2.9103765,0
-0.37188846,-0.087847464,0.13189676,0
-0.35042658,-0.07765452,0.096832514,0
-0.3542073,-0.08972368,0.11847771,0
-0.3489381,-0.09972052,0.09232798,0
-0.3274861,-0.11473211,0.08989029,0
-0.34634125,-0.10430256,0.08156931,0
-0.3534321,-0.118430346,0.079862416,0
-0.3795514,-0.10361532,0.116187565,0
-0.3474507,-0.12027029,0.09699046,0
-3.1103575,0.002735044,2.8966699,0
-3.0723338,-0.04281292,2.900082,0
-3.0831506,-0.003104258,2.9075656,0
-3.08092,0.029408071,2.8957777,0
-3.0884712,0.018409047,2.913871,0
-3.1081152,0.01628504,2.9215019,0
-3.112864,0.03277901,2.896683,0
-3.097461,0.03588556,2.9242342,0
-0.4117659,-0.06778778,0.13853045,0
-0.36538222,-0.046416868,0.13851224,0
-0.37210578,-0.08693255,0.11625797,0
-0.3709358,-0.07733735,0.12800261,0
-0.39954308,-0.056438964,0.13702704,0
-0.38304913,-0.018199302,0.13274252,0
-0.40793902,-0.07244792,0.10733814,0
-0.4164064,-0.039092757,0.10202998,0
-3.1328895,0.011017646,2.8966238,0
-3.0964003,-0.050849296,2.9199128,0
-3.0810845,-0.061144903,2.9132338,0
-3.068039,-0.009976856,2.8975315,0
-3.0482144,-0.01046166,2.9129825,0
-0.42125997,0.023940396,0.14929079,0
-0.38683888,-0.025930766,0.1360062,0
-0.3588417,-0.03776557,0.120437,0
-3.0482144,-0.01046166,2.9129825,0
-3.0452392,0.019167366,2.9130237,0
-0.28977105,-0.013257603,0.11220041,0
-0.35136697,0.055826925,0.12261815,0
-0.3763571,-2.45E-04,0.116872616,0
-3.0830252,-0.06528331,2.8982673,0
-3.0727358,-0.07740453,2.9398906,0
-3.0923543,-0.034925323,2.9289618,0
-3.0773418,-0.027912473,2.9404242,0
-3.07023,-0.03150544,2.9404888,0
-3.0839348,0.007152574,2.923339,0
-3.0391111,-0.007537867,2.904915,0
-3.08951,-0.065094,2.9438345,0
-0.4209351,0.0766774,0.13924004,0
-0.377848,-0.017299306,0.14387411,0
-0.3607061,-0.017757688,0.102699615,0
-0.30076674,-0.060538754,0.12653261,0
-0.35836974,-0.010251851,0.13667293,0
-0.35939255,0.0118795,0.12750885,0
-0.4053619,0.06383526,0.09866203,0
-3.1313837,-0.05608695,2.9423814,0
-3.1365826,-0.003004174,2.9277859,0
3.1361115,-0.046689637,2.940823,0
-3.137285,-0.02116412,2.9381454,0
-3.0984576,-0.069526054,2.8827763,0
-3.1107485,-0.07618273,2.955792,0
-3.0772853,-0.074898995,2.953531,0
-3.0895908,-0.04672525,2.9130292,0
0.015098752,0.044453744,-0.009019149,0
0.059993315,-0.010995867,-0.019930148,0
0.010649628,-0.041683335,-0.015774572,0
0.044538233,-0.031836577,-0.011524833,0
-0.002381376,0.018122647,-0.009236936,0
0.05190476,-0.03399344,-0.024965744,0
0.033333965,-0.04221933,-0.028171994,0
3.1061003,-0.030497655,2.6430445,0
3.126848,0.04340505,2.6356206,0
3.0983467,0.009840278,2.6456478,0
3.1258118,0.012464688,2.6642048,0
3.1065583,0.013125423,2.6417115,0
3.0785146,0.03627458,2.6324697,0
3.083571,0.026539559,2.6610167,0
3.0946133,0.06781261,2.652601,0
-0.043327354,0.05792492,-0.06510027,0
-0.059285816,0.022391405,-0.061625473,0
-0.07545993,0.0437352,-0.055796146,0
-0.05545235,-0.009965647,-0.07055644,0
-0.012787849,-0.028399447,-0.08213524,0
6.99E-04,0.011201127,-0.06560584,0
-0.00521647,-5.16E-04,-0.08348504,0
3.1094193,-0.022511413,2.6755965,0
3.0637362,0.012228841,2.6617224,0
3.1106348,-0.012635188,2.6818027,0
3.0743775,-0.002823398,2.671388,0
3.0591595,-0.017721968,2.6635718,0
3.0260298,-0.03294695,2.6850538,0
-0.032492854,-0.0173449,-0.0916008,0
-0.03084845,0.055755325,-0.043088228,0
-0.03864266,0.00658421,-0.06346352,0
-0.113555364,0.06369412,-0.08841174,0
-0.026818924,0.002329227,-0.07836914,0
-0.061314747,0.023618812,-0.07865729,0
-0.066898726,0.0450884,-0.07612428,0
-0.044446237,0.030887889,-0.092541136,0
-0.09120856,0.068958975,-0.07745376,0
-0.05646977,0.056879137,-0.10438431,0
3.0687058,-0.016962903,2.690168,0
3.038842,-0.03568447,2.7004654,0
3.0544636,0.002043043,2.7047493,0
3.0542748,-0.004814861,2.704547,0
3.0761309,0.005084516,2.710958,0
3.075184,0.030765858,2.721291,0
3.0410962,0.010349955,2.711492,0
3.0905898,0.07267174,2.7055314,0
3.07779,0.012352708,2.6738634,0
-0.037861712,0.029753948,-0.09772827,0
-0.037806395,-0.04186864,-0.1149137,0
3.0808253,-0.04644833,2.7108226,0
3.085979,0.006804244,2.7269616,0
3.0817456,-0.003521788,2.728775,0
3.1006768,0.007487189,2.741962,0
3.089499,0.040865332,2.7316568,0
3.07146,0.030139074,2.7320633,0
3.0619416,0.031650174,2.7195628,0
-0.07929543,0.08588055,-0.10147951,0
3.034491,0.05932993,2.7401407,0
-0.057403244,0.04487833,-0.109964356,0
-0.010509957,5.68E-04,-0.12809137,0
-0.051505256,0.030828966,-0.10768355,0
-0.0577209,0.055204034,-0.12419527,0
-0.012176857,0.011950994,-0.11694957,0
-0.004415269,0.026361652,-0.1224707,0
-0.034122437,0.040895022,-0.12303325,0
-0.06944474,0.036757875,-0.14579096,0
-0.056807447,0.029974876,-0.09397306,0
3.0345292,-0.03797287,2.743728,0
3.0575907,-0.016214153,2.757522,0
3.0836399,-0.010198283,2.763242,0
-0.023350095,-2.90E-04,-0.10919815,0
-0.025715455,-0.01659731,-0.09629226,0
-0.027167471,0.015805043,-0.1175679,0
3.0553434,-0.018651243,2.7495687,0
-0.069636814,0.04021748,-0.15943947,0
-0.13855734,0.08042219,-0.1467401,0
-0.07801733,0.04383717,-0.14723125,0
-0.05372229,0.047834262,-0.14159998,0
-0.04857906,0.019102134,-0.14160973,0
